O*NET-SOC Code,Title,gpt4_alpha,gpt4_beta,gpt4_gamma,human_alpha,human_beta,human_gamma,automation,automation_acemoglu,gpt4_alt_beta,OCC_CODE
13-2022.00,Appraisers of Personal and Business Property,0.14285714285714285,0.5714285714285714,1.0,0.3571428571428571,0.5714285714285714,0.7857142857142857,0.5178571428571428,0.5178571428571428,0.2857142857142857,13-2022
13-2023.00,Appraisers and Assessors of Real Estate,0.03333333333333333,0.5,0.9666666666666667,0.2,0.4666666666666667,0.7333333333333333,0.5750000000000001,0.5750000000000001,0.23333333333333334,13-2023
13-2031.00,Budget Analysts,0.07692307692307693,0.5,0.9230769230769231,0.3076923076923077,0.6153846153846154,0.9230769230769231,0.6346153846153847,0.6346153846153847,0.46153846153846156,13-2031
13-2041.00,Credit Analysts,0.09090909090909091,0.5454545454545454,1.0,0.18181818181818182,0.5,0.8181818181818182,0.6590909090909091,0.6590909090909091,0.6363636363636364,13-2041
13-2051.00,Financial and Investment Analysts,0.0,0.46153846153846156,0.9230769230769231,0.15384615384615385,0.5,0.8461538461538463,0.576923076923077,0.576923076923077,0.40384615384615385,13-2051
13-2052.00,Personal Financial Advisors,0.047619047619047616,0.5,0.9523809523809523,0.42857142857142855,0.6904761904761905,0.9523809523809523,0.5714285714285714,0.5714285714285714,0.42857142857142855,13-2052
13-2053.00,Insurance Underwriters,0.14285714285714285,0.5714285714285714,1.0,0.14285714285714285,0.5,0.8571428571428571,0.75,0.75,0.5,13-2053
13-2054.00,Financial Risk Specialists,0.06666666666666667,0.5333333333333333,1.0,0.23333333333333334,0.5833333333333334,0.9333333333333333,0.5916666666666667,0.5916666666666667,0.5,13-2054
13-2061.00,Financial Examiners,0.058823529411764705,0.5,0.9411764705882353,0.29411764705882354,0.5588235294117647,0.8235294117647058,0.47058823529411764,0.47058823529411764,0.38235294117647056,13-2061
13-2071.00,Credit Counselors,0.2608695652173913,0.6086956521739131,0.9565217391304348,0.43478260869565216,0.6739130434782609,0.9130434782608695,0.5978260869565217,0.5978260869565217,0.6086956521739131,13-2071
13-2072.00,Loan Officers,0.2,0.5833333333333334,0.9666666666666667,0.36666666666666664,0.65,0.9333333333333333,0.6416666666666667,0.6416666666666667,0.5333333333333333,13-2072
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.16,0.56,0.96,0.36,0.62,0.88,0.63,0.63,0.44,13-2081
13-2082.00,Tax Preparers,0.25,0.625,1.0,0.25,0.625,1.0,0.7083333333333334,0.7083333333333334,0.5,13-2082
13-2099.01,Financial Quantitative Analysts,0.3333333333333333,0.6666666666666666,1.0,0.2857142857142857,0.6428571428571428,1.0,0.5595238095238095,0.5595238095238095,0.5238095238095237,13-2099
13-2099.04,"Fraud Examiners, Investigators and Analysts",0.08695652173913043,0.45652173913043476,0.8260869565217391,0.17391304347826086,0.5,0.8260869565217391,0.45652173913043476,0.45652173913043476,0.45652173913043476,13-2099
15-1211.00,Computer Systems Analysts,0.5909090909090909,0.75,0.9090909090909092,0.13636363636363635,0.4772727272727273,0.8181818181818182,0.5681818181818181,0.5681818181818181,0.5681818181818182,15-1211
15-1211.01,Health Informatics Specialists,0.0,0.47058823529411764,0.9411764705882353,0.3529411764705882,0.6176470588235294,0.8823529411764706,0.47058823529411764,0.47058823529411764,0.47058823529411764,15-1211
15-1212.00,Information Security Analysts,0.3333333333333333,0.625,0.9166666666666666,0.08333333333333333,0.5416666666666666,1.0,0.5416666666666666,0.5416666666666666,0.5416666666666666,15-1212
15-1221.00,Computer and Information Research Scientists,0.3333333333333333,0.6,0.8666666666666667,0.2,0.5,0.8,0.4,0.4,0.4666666666666667,15-1221
15-1231.00,Computer Network Support Specialists,0.46153846153846156,0.6346153846153847,0.8076923076923077,0.23076923076923078,0.5384615384615385,0.8461538461538463,0.5865384615384616,0.5865384615384616,0.576923076923077,15-1231
15-1232.00,Computer User Support Specialists,0.4375,0.59375,0.75,0.4375,0.65625,0.875,0.546875,0.546875,0.46875,15-1232
15-1241.00,Computer Network Architects,0.3939393939393939,0.6666666666666667,0.9393939393939394,0.21212121212121213,0.5606060606060607,0.9090909090909092,0.5530303030303031,0.5530303030303031,0.5454545454545454,15-1241
15-1241.01,Telecommunications Engineering Specialists,0.34615384615384615,0.6153846153846154,0.8846153846153847,0.23076923076923078,0.5192307692307693,0.8076923076923077,0.5192307692307693,0.5192307692307693,0.4807692307692308,15-1241
15-1242.00,Database Administrators,0.8888888888888888,0.9444444444444444,1.0,0.2777777777777778,0.5833333333333333,0.8888888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,15-1242
15-1243.00,Database Architects,0.72,0.86,1.0,0.24,0.6,0.96,0.61,0.61,0.68,15-1243
15-1243.01,Data Warehousing Specialists,0.8888888888888888,0.9444444444444444,1.0,0.38888888888888884,0.6944444444444444,1.0,0.7083333333333333,0.7083333333333333,0.7222222222222222,15-1243
15-1244.00,Network and Computer Systems Administrators,0.5,0.7000000000000001,0.9,0.2,0.525,0.8500000000000001,0.5625000000000001,0.5625000000000001,0.6000000000000001,15-1244
15-1251.00,Computer Programmers,0.8823529411764706,0.9411764705882353,1.0,0.47058823529411764,0.7058823529411764,0.9411764705882353,0.588235294117647,0.588235294117647,0.8529411764705882,15-1251
15-1252.00,Software Developers,0.7894736842105263,0.8684210526315789,0.9473684210526315,0.05263157894736842,0.4473684210526315,0.8421052631578947,0.48684210526315785,0.48684210526315785,0.5789473684210527,15-1252
15-1253.00,Software Quality Assurance Analysts and Testers,0.8,0.8666666666666667,0.9333333333333333,0.3,0.6,0.9,0.6416666666666667,0.6416666666666667,0.8,15-1253
15-1254.00,Web Developers,0.8620689655172413,0.9310344827586207,1.0,0.3103448275862069,0.6379310344827586,0.9655172413793103,0.6724137931034483,0.6724137931034483,0.7413793103448276,15-1254
15-1255.00,Web and Digital Interface Designers,0.6666666666666666,0.8333333333333333,1.0,0.36666666666666664,0.6833333333333333,1.0,0.6333333333333333,0.6333333333333333,0.7166666666666667,15-1255
15-1255.01,Video Game Designers,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.5833333333333333,1.0,0.5,0.5,0.6041666666666666,15-1255
15-1299.01,Web Administrators,0.8285714285714285,0.9142857142857143,1.0,0.42857142857142855,0.6714285714285714,0.9142857142857143,0.6285714285714286,0.6285714285714286,0.7285714285714285,15-1299
15-1299.02,Geographic Information Systems Technologists and Technicians,0.1724137931034483,0.5862068965517241,1.0,0.24137931034482757,0.603448275862069,0.9655172413793103,0.646551724137931,0.646551724137931,0.5172413793103449,15-1299
15-1299.03,Document Management Specialists,0.21739130434782608,0.6086956521739131,1.0,0.34782608695652173,0.6739130434782609,1.0,0.6195652173913043,0.6195652173913043,0.5652173913043478,15-1299
15-1299.04,Penetration Testers,0.6363636363636364,0.7954545454545455,0.9545454545454546,0.3181818181818182,0.5909090909090909,0.8636363636363636,0.5795454545454546,0.5795454545454546,0.5909090909090909,15-1299
15-1299.05,Information Security Engineers,0.35000000000000003,0.675,1.0,0.30000000000000004,0.625,0.9500000000000001,0.525,0.525,0.625,15-1299
15-1299.06,Digital Forensics Analysts,0.45,0.7250000000000001,1.0,0.35000000000000003,0.65,0.9500000000000001,0.6250000000000001,0.6250000000000001,0.42500000000000004,15-1299
15-1299.07,Blockchain Engineers,0.9411764705882353,0.9705882352941176,1.0,0.23529411764705882,0.5294117647058824,0.8235294117647058,0.5441176470588235,0.5441176470588235,0.7941176470588235,15-1299
15-1299.08,Computer Systems Engineers/Architects,0.5357142857142857,0.7678571428571428,1.0,0.21428571428571427,0.5714285714285714,0.9285714285714285,0.5267857142857143,0.5267857142857143,0.6785714285714285,15-1299
15-1299.09,Information Technology Project Managers,0.14285714285714285,0.5714285714285714,1.0,0.047619047619047616,0.45238095238095233,0.8571428571428571,0.5238095238095237,0.5238095238095237,0.45238095238095233,15-1299
15-2011.00,Actuaries,0.0,0.5,1.0,0.2,0.5333333333333333,0.8666666666666667,0.6,0.6,0.23333333333333334,15-2011
15-2021.00,Mathematicians,1.0,1.0,1.0,0.36363636363636365,0.6818181818181819,1.0,0.45454545454545453,0.45454545454545453,0.6818181818181819,15-2021
15-2031.00,Operations Research Analysts,0.25,0.625,1.0,0.25,0.625,1.0,0.515625,0.515625,0.46875,15-2031
15-2041.00,Statisticians,0.5789473684210527,0.7894736842105263,1.0,0.47368421052631576,0.7105263157894737,0.9473684210526315,0.5921052631578947,0.5921052631578947,0.5526315789473684,15-2041
15-2041.01,Biostatisticians,0.32,0.66,1.0,0.6,0.74,0.88,0.56,0.56,0.52,15-2041
15-2051.00,Data Scientists,0.5,0.75,1.0,0.25,0.59375,0.9375,0.625,0.625,0.53125,15-2051
15-2051.01,Business Intelligence Analysts,0.4117647058823529,0.7058823529411764,1.0,0.23529411764705882,0.5882352941176471,0.9411764705882353,0.676470588235294,0.676470588235294,0.6176470588235294,15-2051
15-2051.02,Clinical Data Managers,0.2857142857142857,0.6428571428571428,1.0,0.38095238095238093,0.5714285714285714,0.7619047619047619,0.6428571428571428,0.6428571428571428,0.5952380952380952,15-2051
15-2099.01,Bioinformatics Technicians,0.7894736842105263,0.8684210526315789,0.9473684210526315,0.3157894736842105,0.631578947368421,0.9473684210526315,0.6184210526315789,0.6184210526315789,0.7894736842105263,15-2099
17-1011.00,"Architects, Except Landscape and Naval",0.08333333333333333,0.5,0.9166666666666666,0.16666666666666666,0.4375,0.7083333333333333,0.46875,0.46875,0.2708333333333333,17-1011
17-1012.00,Landscape Architects,0.0,0.42105263157894735,0.8421052631578947,0.05263157894736842,0.3684210526315789,0.6842105263157894,0.39473684210526316,0.39473684210526316,0.3157894736842105,17-1012
17-1021.00,Cartographers and Photogrammetrists,0.07142857142857142,0.5357142857142857,1.0,0.14285714285714285,0.5,0.8571428571428571,0.6071428571428571,0.6071428571428571,0.3214285714285714,17-1021
17-1022.00,Surveyors,0.125,0.5,0.875,0.16666666666666666,0.4583333333333333,0.75,0.35416666666666663,0.35416666666666663,0.125,17-1022
17-1022.01,Geodetic Surveyors,0.1875,0.53125,0.875,0.1875,0.40625,0.625,0.46875,0.46875,0.28125,17-1022
17-2011.00,Aerospace Engineers,0.16666666666666666,0.5555555555555556,0.9444444444444444,0.16666666666666666,0.5277777777777778,0.8888888888888888,0.4583333333333333,0.4583333333333333,0.3333333333333333,17-2011
17-2021.00,Agricultural Engineers,0.07142857142857142,0.42857142857142855,0.7857142857142857,0.0,0.3214285714285714,0.6428571428571428,0.26785714285714285,0.26785714285714285,0.2857142857142857,17-2021
17-2031.00,Bioengineers and Biomedical Engineers,0.23333333333333334,0.6,0.9666666666666667,0.26666666666666666,0.55,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.48333333333333334,17-2031
17-2041.00,Chemical Engineers,0.07692307692307693,0.46153846153846156,0.8461538461538463,0.07692307692307693,0.34615384615384615,0.6153846153846154,0.40384615384615385,0.40384615384615385,0.3076923076923077,17-2041
