Title,O*NET-SOC Code,pct_occ_scaled,feedback_loop_ratio,directive_ratio,validation_ratio,task_iteration_ratio,learning_ratio,filtered_ratio,augmentation_weighted_ratio,automation_weighted_ratio
Editors,27-3041.00,0.8534031030368445,0.007842176203896548,0.3443205489523342,0.03847567700036754,0.5483396642568314,0.04435730915328996,0.01666462443328013,0.631172650410489,0.35216272515623076
"Office Clerks, General",43-9061.00,0.8338483450086751,0.15964384248808636,0.14923501379483314,0.026460998244293914,0.05568096313017295,0.4974918485076501,0.11148733383496331,0.579633809882117,0.3088788562829195
"Poets, Lyricists and Creative Writers",27-3043.05,0.7461133611282788,0.007568325157673423,0.5596355991590751,0.0028030833917308904,0.34491941135248777,0.022704975473020264,0.06236860546601233,0.37042747021723893,0.5672039243167486
Multimedia Artists and Animators,27-1014.00,0.7421396669835174,0.10567845568550088,0.3646611244187685,0.007186134986614031,0.4083415527687755,0.09511061011695085,0.019022122023390087,0.5106382978723404,0.4703395801042694
Computer Hardware Engineers,17-2061.00,0.6674063314890523,0.10534287355721521,0.1690604272209745,0.03227659685590424,0.1145349140857575,0.5545516268867187,0.024233561393429685,0.7013631378283804,0.2744033007781897
Librarians,25-4021.00,0.609962051220918,0.03600205726041483,0.2077833019029657,0.015429453111606324,0.1032058974798559,0.5592319561117782,0.07834733413337885,0.6778673067032405,0.24378535916338054
Data Warehousing Specialists,15-1199.07,0.6010735248444771,0.12352122477383433,0.37265135699373725,0.0,0.23608211551844122,0.2131176061238691,0.05462769659011794,0.4491997216423103,0.49617258176757156
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014.00,0.5728393822369601,0.09547280029207741,0.28422782037239874,0.010040160642570246,0.1542533771449433,0.3156261409273459,0.14037970062066418,0.47991967871485947,0.3797006206644762
Video Game Designers,15-1199.11,0.5334161534849826,0.0688100372475985,0.2899431484022741,0.010782199568711967,0.3305234267790629,0.24054107037835726,0.05940011762399521,0.5818466967261321,0.3587531856498726
"English Language and Literature Teachers, Postsecondary",25-1123.00,0.5293890806582886,0.014460400766688784,0.30192371443002824,0.05263605399257158,0.2954748123330313,0.27675693127774037,0.05874808719993947,0.6248677976033432,0.31638411519671705
Computer Operators,43-9011.00,0.5142796790509987,0.25864172427816184,0.13338755591703938,0.05632370882472547,0.060797071980479823,0.4152094347295649,0.07564050427002843,0.5323302155347702,0.3920292801952012
"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013.00,0.5015220294283425,0.010633861551292713,0.48561301084236885,0.009174311926605507,0.35425354462051717,0.0635946622185154,0.07673060884070033,0.42702251876563807,0.49624687239366155
Historians,19-3093.00,0.4691050508789706,0.008024966562639319,0.3406152474364691,0.02206865804725813,0.21355327686134654,0.3464110566205974,0.06932679447168945,0.5820329915292021,0.3486402139991084
Mental Health Counselors,21-1014.00,0.4612099480387209,0.03673052941843325,0.1299172429429769,0.03627706609227982,0.18365264709216658,0.536220383176511,0.07720213127763231,0.7561500963609574,0.16664777236141015
"Education Administrators, Elementary and Secondary School",11-9032.00,0.45979824090834487,0.010689106208778693,0.3463725267227656,0.03775301341823968,0.5039799863543326,0.058448942460768684,0.04275642483511447,0.600181942233341,0.35706163293154425
Credit Counselors,13-2071.00,0.45561540496649056,0.03419784255221478,0.20174431948588473,0.01514803764057837,0.19118659628184526,0.5157218269451459,0.04200137709433075,0.7220564608675695,0.2359421620380995
"Educational, Guidance, School, and Vocational Counselors",21-1012.00,0.4491155766868444,0.011409032094971022,0.2656441779010709,0.05448394918822906,0.49061166382272475,0.11432315833940362,0.0635280186536004,0.6594187713503574,0.27705320999604194
Business Intelligence Analysts,15-1199.08,0.4185973068810788,0.05545840619535348,0.3767174619035724,0.01024231826130401,0.32725455908068957,0.1768673494878839,0.053459905071196384,0.5143642268298775,0.4321758680989259
Public Relations Specialists,27-3031.00,0.4067807953453405,0.011568123393316166,0.35089974293059134,0.04755784061696658,0.5272493573264783,0.024935732647814877,0.03778920308483266,0.5997429305912597,0.3624678663239075
Dietitians and Nutritionists,29-1031.00,0.40489851917150604,0.03357438016528919,0.1980888429752065,0.0056818181818181655,0.17871900826446271,0.5521694214876034,0.031766528925619764,0.7365702479338843,0.2316632231404957
Bioinformatics Scientists,19-1029.01,0.40008825783837293,0.12650287506534244,0.24960794563512825,0.014113957135389444,0.21824359644537392,0.3175640355462624,0.07396759017250346,0.5499215891270257,0.3761108207004707
Mathematicians,15-2021.00,0.39977454514273425,0.047345017002354176,0.31729008631964445,0.04446769552707296,0.104368297148836,0.42218153282762233,0.06434737117446991,0.5710175255035312,0.3646351033219986
Word Processors and Typists,43-9022.00,0.39674198908488983,0.017132314180284613,0.46151818661043753,0.0577227200843437,0.38033737480231966,0.04269899841855557,0.04059040590405864,0.48075909330521893,0.47865050079072213
Clinical Psychologists,19-3031.02,0.38733060821571763,0.023758099352051806,0.11852051835853132,0.009449244060475162,0.1220302375809935,0.6387688984881209,0.0874730021598271,0.7702483801295896,0.14227861771058312
"Vocational Education Teachers, Postsecondary",25-1194.00,0.385762044737522,0.011927351585795564,0.351585795608566,0.24857685009487687,0.2981837896448902,0.06424505285985346,0.025481160206017765,0.6110056925996206,0.36351314719436156
"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,0.37786765161113967,0.0007487540124248974,0.27645877170310024,0.04010446291189757,0.1437309134286197,0.5003334677935701,0.038623630150387264,0.6841688441340874,0.27720752571552515
"Biological Science Teachers, Postsecondary",25-1042.00,0.37674063201877434,0.019711487355510978,0.2876587628498956,0.07425401010729639,0.26564119240951634,0.2891739208349624,0.06356062644281806,0.6290691233517751,0.3073702502054066
Statistical Assistants,43-9111.00,0.3711221189410318,0.0639616793462947,0.37362637362637363,0.04311073541842768,0.21245421245421245,0.2603550295857988,0.04649196956889251,0.5159199774584389,0.43758805297266834
Political Scientists,19-3094.00,0.3631747306515084,0.008926000575870983,0.25453498416354736,0.021883098186006325,0.23610711200691045,0.42585660811978115,0.0526921969478835,0.683846818312698,0.26346098473941837
Craft Artists,27-1012.00,0.35627305134744874,0.015262694452597559,0.48341649545054305,0.004402700322864665,0.38420898150865873,0.0396243029057822,0.07308482535955359,0.4282359847373056,0.4986791899031406
Correctional Officers and Jailers,33-3012.00,0.3419468382465975,0.0058103975535168,0.5914373088685015,0.0055045871559633,0.0214067278287461,0.3061162079510703,0.0697247706422018,0.3330275229357797,0.5972477064220183
Anthropologists,19-3091.01,0.33358116636288815,0.009404388714733545,0.23072100313479627,0.0,0.19749216300940436,0.48902821316614437,0.07335423197492136,0.6865203761755487,0.2401253918495298
Graduate Teaching Assistants,25-1191.00,0.3327445991745175,0.01414204902576994,0.4226901319924578,0.023884349465744737,0.43966059082338194,0.05813953488372072,0.04148334380892473,0.5216844751728474,0.43683218101822774
Search Marketing Strategists,15-1199.10,0.3205098040445926,0.10701468189233303,0.2998368678629693,0.006525285481239812,0.2541598694942908,0.1885807504078306,0.14388254486133628,0.4492659053833612,0.40685154975530236
Fitness and Wellness Coordinators,11-9039.02,0.31956866595767613,0.032068062827225095,0.28697643979057613,0.006544502617801034,0.14594240837696337,0.4316099476439793,0.09685863874345493,0.5840968586387437,0.3190445026178012
Clinical Data Managers,15-2041.02,0.31622239720419226,0.01620370370370369,0.26951058201058203,0.022156084656084683,0.20601851851851843,0.40376984126984194,0.08234126984126901,0.6319444444444451,0.2857142857142857
Astronomers,19-2011.00,0.3139218374361725,0.05096602265156558,0.2884743504330447,0.10093271152564959,0.12658227848101264,0.3724183877415056,0.06062624916722172,0.5999333777481678,0.3394403730846103
Library Technicians,25-4031.00,0.31130756497251344,0.02855223379240848,0.40174672489082974,0.005710446758481701,0.2610010077258988,0.22505878401074905,0.07793080282163206,0.4917702384951296,0.4302989586832382
Art Directors,27-1011.00,0.30984357239286464,0.01721228484643939,0.42254471819102263,0.009112386095173808,0.4924063449206884,0.026324670941613174,0.03239959500506233,0.5278434019574754,0.439757003037462
Chemists,19-2031.00,0.3060790200451958,0.04578066279467024,0.2801503245644007,0.048513836692859566,0.11889306457123336,0.46088144858216634,0.04578066279466958,0.6282883498462593,0.32593098735907094
Financial Quantitative Analysts,13-2099.01,0.30231446769752646,0.09200968523002417,0.2860601867865791,0.03528190937391909,0.18263576617087515,0.3434797647872711,0.06053268765133121,0.5613974403320654,0.37806987201660325
"Compensation, Benefits, and Job Analysis Specialists",13-1141.00,0.3005367624222386,0.02366040361864993,0.3778705636743217,0.07515657620041753,0.14231036882393866,0.3110647181628395,0.06993736951983251,0.5285316631871957,0.4015309672929716
Market Research Analysts and Marketing Specialists,13-1161.00,0.29520364659637427,0.031172511512575274,0.32979100247963156,0.020545518951470065,0.3085370173574212,0.2649663478568899,0.04498760184201192,0.5940488841657812,0.36096351399220683
Correspondence Clerks,43-4021.00,0.29258937413271535,0.013938527519656843,0.43888491779842737,0.05218012866333095,0.3970693352394568,0.061829878484631826,0.036097212294495785,0.5110793423874196,0.4528234453180842
"Sales Agents, Securities and Commodities",41-3031.01,0.2812957170897081,0.01003717472118957,0.2576208178438662,0.0,0.21412639405204462,0.42973977695167315,0.0884758364312264,0.6438661710037178,0.2676579925650558
Personal Financial Advisors,13-2052.00,0.2799362954086055,0.025775121404557354,0.23085543518864413,0.01680986178558087,0.1871497945461338,0.4463952185282035,0.09301456854688012,0.6503548748599182,0.2566305565932015
Social Science Research Assistants,19-4061.00,0.276903739350761,0.06419939577039274,0.32968277945619345,0.02794561933534742,0.2945619335347433,0.23451661631419948,0.04909365558912345,0.5570241691842902,0.3938821752265862
"Switchboard Operators, Including Answering Service",43-2011.00,0.27606717216239063,0.008333333333333331,0.44469696969696976,0.10037878787878785,0.4045454545454546,0.019696969696969692,0.022348484848484684,0.524621212121212,0.4530303030303031
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.2739757541914633,0.02671755725190836,0.36450381679389315,0.024427480916030465,0.5080152671755727,0.06221374045801513,0.014122137404580124,0.5946564885496182,0.39122137404580154
Computer Network Support Specialists,15-1152.00,0.2711523399307112,0.16351716158889334,0.1635171615888932,0.03239490937138452,0.11646741226378718,0.46471268800617066,0.05939066718087077,0.6135750096413424,0.3270343231777866
Civil Engineering Technicians,17-3022.00,0.2668649330903108,0.0744514106583072,0.2723354231974921,0.05446708463949842,0.25078369905956116,0.31308777429467094,0.034874608150469825,0.6183385579937305,0.3467868338557993
Adult Basic and Secondary Education and Literacy Teachers and Instructors,25-3011.00,0.26420965087780235,0.0,0.34389583110744476,0.13951512223389725,0.24365782884325995,0.18952828017203172,0.08340293764336623,0.5727012312491889,0.34389583110744476
Cashiers,41-2011.00,0.25944039929351925,0.014107214832728691,0.11809754131398625,0.0205562273276904,0.04111245465538082,0.38129786376461106,0.4248286981056026,0.4429665457476823,0.13220475614671495
Industrial-Organizational Psychologists,19-3032.00,0.2566169850327672,0.014669926650366772,0.2542787286063572,0.016707416462917707,0.3227383863080686,0.29013854930725363,0.10146699266503598,0.62958435207824,0.26894865525672396
Document Management Specialists,15-1199.12,0.2560941305400354,0.06614944875459375,0.21886484279297677,0.014699877501020794,0.16129032258064516,0.446304614128216,0.09269089424254734,0.6222948142098819,0.2850142915475705
Geospatial Information Scientists and Technologists,15-1199.04,0.25358442897492306,0.1270103092783505,0.35628865979381463,0.006597938144329872,0.2977319587628868,0.1439175257731957,0.0684536082474224,0.4482474226804123,0.48329896907216513
Security Management Specialists,13-1199.02,0.25201586549672733,0.06514522821576767,0.23526970954356835,0.025311203319502068,0.2497925311203321,0.3381742738589215,0.08630705394190802,0.6132780082987557,0.30041493775933603
"Patternmakers, Wood",51-7032.00,0.24636903697522436,0.0848896434634974,0.44354838709677424,0.03904923599320878,0.10993208828522917,0.2695246179966045,0.05305602716468587,0.41850594227504245,0.5284380305602716
Operations Research Analysts,15-2031.00,0.24427761900429684,0.047945205479452066,0.25684931506849307,0.029109589041095923,0.2983732876712327,0.2902397260273974,0.07748287671232866,0.617722602739726,0.30479452054794515
Security Managers,11-9199.07,0.24427761900429654,0.0851883561643836,0.2478595890410961,0.03467465753424662,0.15068493150684936,0.3125000000000001,0.16909246575342415,0.49785958904109606,0.3330479452054797
Financial Analysts,13-2051.00,0.2363302307147735,0.028318584070796446,0.247787610619469,0.01017699115044245,0.17389380530973447,0.4880530973451328,0.051769911504424726,0.6721238938053098,0.2761061946902654
Self-Enrichment Education Teachers,25-3021.00,0.23320670325655235,0.0013452130288637582,0.36360157009460087,0.04947394583932296,0.25323635268360395,0.23572480429018786,0.09661811406342051,0.5384351028131148,0.3649467831234646
Mechanical Engineering Technologists,17-3029.07,0.2326702492656508,0.10876404494382037,0.206292134831461,0.07640449438202254,0.15370786516853943,0.3743820224719105,0.08044943820224608,0.6044943820224724,0.3150561797752814
Biostatisticians,15-2041.01,0.2323565365700115,0.03735373537353736,0.26147614761476123,0.028352835283528395,0.2223222322232221,0.3757875787578762,0.07470747074707455,0.6264626462646268,0.2988298829882986
Accountants,13-2011.01,0.22169030491828312,0.07830188679245288,0.30896226415094363,0.03160377358490565,0.3150943396226418,0.18915094339622662,0.07688679245282923,0.535849056603774,0.3872641509433965
Instructional Coordinators,25-9031.00,0.21855317796189233,0.017224880382775136,0.41435406698564603,0.0,0.4521531100478469,0.0732057416267943,0.04306220095693742,0.5253588516746412,0.4315789473684212
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,0.21813489436770683,0.0,0.19175455417066165,0.012943432406519654,0.14908916586768936,0.4899328859060408,0.15627996164908847,0.6519654841802498,0.19175455417066165
Online Merchants,13-1199.06,0.20495896115086507,0.05000000000000017,0.4382653061224499,0.0,0.24642857142857152,0.12959183673469427,0.1357142857142841,0.37602040816326576,0.48826530612245006
Reporters and Correspondents,27-3022.00,0.20391325216540185,0.00923076923076923,0.4005128205128208,0.023076923076923075,0.28666666666666657,0.18358974358974361,0.09692307692307656,0.49333333333333323,0.40974358974359
"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,0.19993955802064037,0.018305439330543884,0.29445606694560666,0.05753138075313806,0.3300209205020921,0.2698744769874477,0.029811715481171362,0.6574267782426779,0.31276150627615057
Executive Secretaries and Executive Administrative Assistants,43-6011.00,0.19471101309332228,0.0,0.46777658431793795,0.09505907626208382,0.3528464017185823,0.018259935553168592,0.06605800214822703,0.46616541353383467,0.46777658431793795
"Interviewers, Except Eligibility and Loan",43-4111.00,0.19146931523838498,0.04150737302020755,0.4522119060622615,0.036045876570180206,0.1430912069907156,0.16876024030584394,0.15838339705079105,0.34789732386673977,0.4937192790824691
Desktop Publishers,43-9031.00,0.18665905390525242,0.0,0.5030812324929975,0.0,0.42969187675070036,0.0,0.06722689075630203,0.42969187675070036,0.5030812324929975
Mathematical Technicians,15-2091.00,0.18613619941252085,0.12865168539325844,0.3146067415730337,0.044943820224719065,0.21011235955056173,0.2651685393258427,0.03651685393258408,0.5202247191011236,0.44325842696629214
Biochemists and Biophysicists,19-1021.00,0.1860316285139742,0.015177065767284992,0.1967397414277687,0.02979201798763354,0.1590781337830245,0.5092748735244517,0.08993816750983638,0.6981450252951097,0.2119168071950537
Survey Researchers,19-3022.00,0.18414935234013988,0.061896649630891594,0.3140261215218625,0.06303236797274275,0.14593980692788167,0.3441226575809201,0.07098239636570118,0.5530948324815446,0.3759227711527541
Curators,25-4012.00,0.18373106874595443,0.03414911781445647,0.29026750142288,0.019920318725099598,0.3010813887307909,0.2714854866249291,0.08309618668184383,0.5924871940808196,0.32441661923733645
Chemical Technicians,19-4031.00,0.1806985126881099,0.09259259259259267,0.2905092592592592,0.03761574074074076,0.22858796296296283,0.291087962962963,0.05960648148148129,0.5572916666666666,0.38310185185185186
Informatics Nurse Specialists,15-1121.01,0.17766595663026521,0.04178928781636264,0.27545615067686896,0.0,0.2560329605650384,0.26015303119482086,0.16656856974690895,0.5161859917598592,0.3172454384932316
Archeologists,19-3091.02,0.1717054154131229,0.02009744214372718,0.4299634591961029,0.06211936662606588,0.190012180267966,0.1699147381242389,0.12789281364189897,0.4220462850182708,0.45006090133983007
"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,0.17026974016603122,0.023156853153045557,0.21125825556443184,0.05249094517323646,0.13347788893658372,0.5481760611902841,0.03143999598241817,0.7341448953001042,0.2344151087174774
"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,0.17013685193492775,0.12538414259373074,0.34787953288260604,0.11063306699446838,0.1481253841425937,0.2206515058389674,0.0473263675476334,0.4794099569760295,0.47326367547633674
Energy Engineers,17-2199.03,0.16950942654364937,0.11536088834053071,0.24305983960518204,0.03084515731030226,0.2597162245527454,0.2714373843306601,0.07958050586057915,0.5619987661937078,0.3584207279457128
Counter and Rental Clerks,41-2021.00,0.16595401599307327,0.0756143667296787,0.31001890359168244,0.022684310018903562,0.19911783238815384,0.34845620667926885,0.04410838059231231,0.5702583490863262,0.38563327032136113
Economists,19-3011.00,0.16501287790615599,0.01520912547528515,0.1774397972116603,0.0,0.21356147021546262,0.5240811153358681,0.06970849176172363,0.7376425855513307,0.19264892268694547
"Financial Managers, Branch or Department",11-3031.02,0.16449002341342375,0.06357279084551826,0.26891290527654216,0.04767959313413862,0.2225047679593139,0.2867132867132873,0.11061665607119972,0.5568976478067398,0.3324856961220604
Materials Scientists,19-2032.00,0.16386259802214617,0.012763241863433293,0.3573707721761329,0.03573707721761329,0.326738991703893,0.17102744097000624,0.09636247606892107,0.5335035098915125,0.3701340140395662
Computer Network Architects,15-1143.00,0.16292145993522814,0.046213093709884495,0.19833119383825462,0.0,0.2759948652118101,0.3010269576379978,0.1784338896020528,0.5770218228498079,0.24454428754813912
Receptionists and Information Clerks,43-4171.00,0.16166660915267228,0.012936610608020706,0.4262613195342823,0.07309184993531713,0.1532988357050451,0.20181112548512306,0.13260025873221162,0.4282018111254853,0.439197930142303
Music Composers and Arrangers,27-2041.04,0.1613528964570331,0.015554115359688911,0.3519118600129619,0.06999351911860029,0.4180168502916405,0.06286454957874242,0.08165910563836568,0.5508749189889832,0.3674659753726508
Information Security Analysts,15-1122.00,0.16051632926866238,0.0723127035830619,0.2136807817589578,0.024755700325732922,0.19543973941368104,0.40716612377850153,0.0866449511400648,0.6273615635179155,0.2859934853420197
Biological Technicians,19-4021.00,0.15957519118174526,0.08650065530799486,0.20707732634338122,0.07667103538663182,0.13761467889908258,0.4174311926605508,0.07470511140235846,0.6317169069462651,0.29357798165137605
Securities and Commodities Traders,41-3031.03,0.1566472060224468,0.06608811748998676,0.3070761014686248,0.019359145527369885,0.2122830440587451,0.2850467289719631,0.11014686248331015,0.5166889185580781,0.37316421895861157
Investment Underwriters,13-2099.03,0.1553923552398907,0.06864064602960979,0.2718707940780618,0.03297442799461645,0.3095558546433378,0.2294751009421268,0.08748317631224717,0.5720053835800811,0.3405114401076716
Nurse Practitioners,29-1171.00,0.15486950074715897,0.013504388926401087,0.22754895340985842,0.017555705604321417,0.07562457798784622,0.5685347738014856,0.09723160027008712,0.6617150573936533,0.24105334233625952
Electronics Engineering Technicians,17-3023.01,0.15434664625442718,0.07452574525745258,0.4146341463414639,0.018970189701896976,0.14227642276422767,0.25880758807588067,0.09078590785907795,0.4200542005420053,0.4891598915989165
Spa Managers,39-1021.01,0.15413750445733457,0.036635006784260404,0.24626865671641807,0.020352781546811395,0.2625508819538673,0.20217096336499318,0.23202170963364938,0.4850746268656719,0.28290366350067847
Photonics Engineers,17-2199.07,0.15235979918204612,0.058339052848318584,0.15374056280027487,0.01647220315717231,0.2285518188057656,0.40494166094715245,0.13795470144131616,0.6499656829100904,0.21207961564859346
Hydrologists,19-2043.00,0.1516278028922219,0.019310344827586208,0.2889655172413793,0.022068965517241378,0.2848275862068966,0.3213793103448275,0.06344827586206882,0.6282758620689655,0.3082758620689655
Electronics Engineering Technologists,17-3029.04,0.1515232319936754,0.14078674948240175,0.2380952380952381,0.0,0.24292615596963438,0.2864044168391996,0.091787439613526,0.529330572808834,0.37888198757763986
"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,0.1515232319936754,0.15182884748102146,0.2525879917184266,0.0,0.07108350586611457,0.4334023464458248,0.09109730848861244,0.5044858523119394,0.40441683919944804
Pharmacists,29-1051.00,0.1508958066023973,0.0,0.0866250866250866,0.0,0.035343035343035345,0.7726957726957729,0.10533610533610498,0.8080388080388083,0.0866250866250866
Real Estate Sales Agents,41-9022.00,0.1496409558198407,0.011879804332634523,0.2830188679245286,0.0,0.25646401118099266,0.27183787561146094,0.1767994409503832,0.5283018867924536,0.29489867225716315
Public Relations and Fundraising Managers,11-2031.00,0.14754953784891373,0.010630758327427346,0.26789510985116977,0.02905740609496787,0.5485471296952525,0.053153791637136606,0.0907158043940457,0.630758327427357,0.2785258681785971
First-Line Supervisors of Office and Administrative Support Workers,43-1011.00,0.14577183257362558,0.0,0.4397417503586807,0.017216642754662826,0.22596843615494974,0.1377331420373027,0.1793400286944039,0.3809182209469153,0.4397417503586807
Chief Executives,11-1011.00,0.14273927651578103,0.018315018315018337,0.23736263736263744,0.013919413919413955,0.276923076923077,0.3699633699633703,0.0835164835164828,0.6608058608058613,0.25567765567765577
Soil and Plant Scientists,19-1013.00,0.14242556382014224,0.01541850220264317,0.08223201174742989,0.021292217327459614,0.07415565345080753,0.7165932452276074,0.09030837004405232,0.8120411160058745,0.09765051395007306
Sociologists,19-3041.00,0.1402295749506686,0.0410141685309471,0.24683072334079045,0.03057419835943329,0.23489932885906042,0.36987322893363156,0.07680835197613688,0.6353467561521253,0.28784489187173756
Advanced Practice Psychiatric Nurses,29-1141.02,0.13771987338555594,0.036446469248291626,0.12604403948367515,0.0,0.06833712984054674,0.6484434320425218,0.12072892938496468,0.7167805618830685,0.16249050873196677
Fundraisers,13-1131.00,0.1356284554146287,0.0,0.34695451040863556,0.0,0.5196607555898228,0.011565150346954496,0.12181958365458694,0.5312259059367773,0.34695451040863556
Food Science Technicians,19-4011.02,0.13374617924079446,0.06958561376075054,0.3354182955433934,0.056293979671618484,0.12275215011727915,0.3299452697419858,0.08600469116497239,0.5089913995308835,0.405003909304144
Non-Destructive Testing Specialists,17-3029.01,0.1302953395887645,0.04253611556982349,0.31942215088282516,0.06260032102728738,0.17335473515248803,0.2897271268057784,0.11235955056179735,0.5256821829855538,0.36195826645264867
Nanosystems Engineers,17-2199.09,0.12705364173382713,0.0,0.2765432098765438,0.0,0.42880658436214086,0.12345679012345669,0.17119341563785856,0.5522633744855976,0.2765432098765438
"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,0.12651724509194281,0.02120723556957308,0.285260699875308,0.04714628691690603,0.18026727120186117,0.34620629749633647,0.11991220894001513,0.5736198556151036,0.3064679354448811
Computer User Support Specialists,15-1151.00,0.1251713655599927,0.16959064327485368,0.22556390977443624,0.014202172096908964,0.11111111111111113,0.37176274018379285,0.10776942355889689,0.49707602339181295,0.3951545530492899
"Library Assistants, Clerical",43-4121.00,0.12454394016871473,0.013434089000839575,0.36943744752308993,0.0,0.10915197313182207,0.4105793450881614,0.09739714525608686,0.5197313182199834,0.3828715365239295
